0.84,0.83,4.356839
0.88,0.82,4.357467
0.86,0.80,4.422400
0.86,0.80,4.422400
0.89,0.80,4.425937
0.89,0.80,4.425937
0.89,0.79,4.437922
0.89,0.79,4.448702
0.91,0.79,4.448702
0.88,0.79,4.498478
